uid,time,page
3,3744,page92
25,3843,page1
25,3862,page76
2,4405,page1
6,4808,page1
6,4827,page97
82,4894,page1
77,4364,page1
64,3362,page1
28,3632,page1
28,3637,page44
28,3645,page28
28,3656,page91
45,4118,page1
24,4406,page1
24,4431,page77
24,4445,page30
51,5554,page1
56,5189,page1
15,3404,page53
82,4898,page1
90,4297,page15
90,4319,page41
90,4332,page59
28,3751,page1
99,4434,page1
24,4544,page1
17,5070,page1
56,5385,page1
41,5172,page10
83,3579,page1
72,3790,page1
72,3816,page16
72,3816,page47
60,4084,page1
60,4096,page9
60,4098,page11
60,4103,page62
1,4846,page1
93,3024,page1
42,4678,page1
30,4321,page1
30,4340,page29
30,4356,page14
30,4366,page45
30,4374,page78
10,4093,page1
10,4113,page71
64,3387,page1
6,4905,page1
98,3596,page1
6,5019,page1
6,5207,page1
62,3662,page62
62,3680,page46
10,4193,page1
10,4202,page87
63,3329,page1
71,4402,page1
71,4424,page39
71,4442,page2
67,2947,page54
12,3606,page72
12,3633,page73
12,3649,page30
94,3357,page1
94,3362,page73
94,3363,page41
94,3374,page81
94,3383,page13
75,4397,page1
26,3379,page1
90,4405,page1
90,4426,page72
90,4441,page2
90,4461,page53
8,2465,page1
8,2492,page58
94,3426,page1
5,4080,page1
19,4525,page1
19,4546,page94
19,4549,page1
63,3412,page68
32,3429,page1
32,3432,page88
57,4002,page1
57,4028,page61
14,4879,page1
1,5031,page1
27,4723,page1
27,4749,page43
80,4859,page1
79,3726,page1
44,4446,page1
75,4474,page1
75,4476,page5
75,4488,page22
75,4507,page83
49,4148,page94
85,3828,page1
85,3836,page14
85,3840,page33
39,3247,page1
39,3257,page99
39,3259,page26
39,3262,page12
39,3270,page60
48,5205,page1
6,5361,page1
6,5361,page77
6,5390,page36
51,5675,page1
51,5682,page42
23,2870,page1
70,3501,page1
70,3512,page89
70,3541,page94
70,3564,page63
31,3659,page1
53,5577,page40
37,5087,page1
37,5113,page93
37,5132,page39
37,5146,page27
68,5254,page1
68,5267,page63
68,5291,page50
68,5312,page64
68,5318,page20
23,3073,page91
28,3773,page1
28,3788,page55
65,4295,page1
65,4320,page9
65,4326,page83
65,4350,page43
54,3271,page1
7,4559,page1
66,4181,page1
66,4203,page23
5,4276,page1
5,4278,page98
34,4005,page1
17,5224,page1
17,5243,page88
17,5271,page22
17,5282,page55
17,5288,page1
17,5314,page51
17,5315,page68
23,3245,page1
30,4590,page1
5,4313,page1
5,4318,page53
5,4339,page58
5,4367,page13
14,4974,page5
72,3959,page1
72,3984,page19
78,4266,page1
50,4156,page1
50,4166,page78
50,4184,page15
50,4202,page74
50,4227,page69
47,5223,page1
47,5225,page41
36,2758,page1
89,4361,page1
87,4902,page1
87,4912,page87
87,4918,page29
87,4939,page93
87,4960,page64
94,3436,page1
7,4561,page1
7,4574,page67
7,4579,page4
7,4605,page38
18,3097,page1
34,4070,page1
34,4085,page25
34,4089,page20
2,4610,page1
2,4622,page29
16,4216,page1
16,4217,page6
16,4243,page94
16,4263,page86
90,4562,page1
90,4582,page61
90,4593,page77
90,4599,page63
90,4608,page20
90,4619,page13
90,4630,page68
90,4641,page5
90,4666,page24
45,4144,page1
85,3934,page1
11,4876,page1
11,4878,page63
53,5805,page1
53,5811,page5
53,5814,page40
83,3915,page1
83,3943,page9
2,4622,page1
2,4649,page90
2,4677,page6
2,4679,page93
2,4691,page68
9,4981,page73
48,5372,page1
36,2820,page1
29,5487,page1
29,5509,page95
4,3062,page1
4,3077,page20
4,3100,page97
4,3118,page24
4,3135,page37
4,3155,page26
72,4342,page1
38,4533,page1
83,3947,page1
49,4340,page32
15,3525,page1
15,3525,page52
15,3546,page40
54,3423,page1
54,3432,page98
54,3436,page71
87,5116,page1
87,5138,page67
87,5166,page42
87,5166,page96
45,4227,page1
15,3671,page1
61,3653,page1
61,3675,page31
61,3692,page73
61,3710,page88
15,3816,page97
11,4949,page1
82,4948,page1
82,4975,page39
82,5002,page28
83,4079,page1
76,4682,page5
45,4274,page1
45,4302,page24
45,4331,page84
43,4248,page1
43,4271,page50
58,5426,page1
57,4150,page1
57,4174,page3
55,3785,page1
90,4776,page1
81,4354,page1
81,4364,page70
81,4366,page98
81,4391,page33
24,4676,page1
24,4702,page94
9,5153,page81
46,3504,page1
65,4517,page1
2,4821,page1
97,3521,page1
97,3542,page92
81,4545,page1
81,4567,page29
81,4587,page8
81,4599,page22
81,4627,page62
81,4632,page54
81,4828,page1
81,4842,page57
81,4850,page78
57,4363,page1
57,4391,page87
40,4909,page1
90,4947,page1
29,5654,page1
29,5659,page51
29,5668,page60
61,3852,page1
88,4520,page1
43,4284,page1
52,4153,page51
73,4082,page1
73,4110,page2
73,4133,page92
56,5397,page1
51,5836,page1
51,5838,page48
51,5842,page20
51,5855,page8
51,5862,page40
99,4534,page1
10,4453,page1
35,4470,page1
62,3966,page1
14,5156,page1
56,5421,page1
56,5432,page69
56,5457,page10
56,5467,page28
56,5481,page95
56,5510,page82
38,4666,page1
38,4684,page75
42,4801,page1
78,4293,page1
78,4305,page72
78,4328,page55
78,4357,page6
47,5233,page1
88,4549,page1
88,4569,page6
77,4529,page1
77,4549,page67
59,3882,page10
59,3891,page44
21,3636,page1
4,3291,page1
91,4887,page1
91,4906,page78
86,4918,page1
84,4137,page1
82,5094,page68
99,4582,page97
99,4606,page15
99,4619,page8
99,4622,page2
99,4638,page99
6,5499,page1
9,5295,page1
98,3793,page1
26,3493,page1
26,3512,page3
26,3519,page59
26,3543,page17
84,4266,page1
93,3166,page1
93,3188,page54
46,3656,page1
46,3668,page25
46,3697,page61
46,3718,page21
57,4460,page1
57,4465,page13
28,3955,page1
17,5514,page16
60,4225,page1
60,4241,page55
1,5158,page1
1,5186,page4
1,5187,page57
49,4529,page1
31,3662,page1
49,4607,page1
49,4619,page88
54,3534,page34
54,3534,page36
54,3537,page67
54,3558,page48
54,3585,page30
46,3806,page1
46,3828,page40
46,3828,page11
46,3841,page45
46,3855,page79
46,3868,page86
46,3886,page48
33,2778,page1
27,4763,page1
27,4779,page13
27,4801,page39
27,4808,page34
27,4834,page81
27,4861,page13
76,4783,page1
71,4605,page1
84,4298,page1
84,4319,page51
84,4338,page60
92,3822,page1
92,3838,page18
92,3855,page71
92,3894,page1
92,3903,page32
51,5892,page1
51,5911,page60
97,3601,page1
97,3622,page46
97,3633,page68
97,3649,page78
97,3665,page71
89,4423,page1
89,4445,page44
89,4447,page37
89,4458,page51
89,4466,page11
89,4469,page52
89,4476,page78
89,4490,page43
84,4468,page66
84,4479,page67
89,4514,page1
13,3673,page55
15,3888,page1
78,4399,page1
78,4413,page63
4,3360,page75
76,4839,page1
55,3989,page61
92,3994,page1
92,4018,page2
24,5036,page1
43,4443,page1
43,4447,page78
93,3226,page32
93,3254,page73
52,4344,page1
52,4344,page48
52,4365,page13
50,4285,page1
50,4294,page23
50,4299,page82
50,4328,page2
99,4730,page1
99,4732,page30
99,4748,page37
99,4767,page1
18,3383,page1
18,3390,page91
90,4948,page1
13,3799,page1
77,4601,page1
77,4613,page25
77,4620,page89
77,4624,page70
18,3425,page1
18,3437,page69
21,3781,page1
21,3849,page100
21,3871,page47
22,2982,page50
36,2989,page1
39,3303,page1
74,4560,page1
74,4587,page8
96,3507,page1
41,5314,page1
41,5331,page72
20,3528,page1
20,3557,page75
22,2998,page1
22,3024,page94
22,3029,page37
12,3706,page48
12,3720,page56
69,5124,page1
69,5152,page18
29,5740,page1
29,5745,page67
29,5765,page71
29,5783,page5
29,5802,page69
95,3196,page55
95,3208,page67
65,4715,page1
65,4721,page62
46,4015,page1
94,3468,page1
94,3496,page92
94,3505,page62
26,3655,page1
80,5140,page1
64,3557,page1
64,3567,page98
0,4728,page1
38,4722,page1
19,4726,page1
9,5426,page98
78,4602,page1
78,4623,page86
78,4636,page18
81,5044,page1
81,5053,page86
56,5555,page1
56,5562,page10
43,4538,page1
94,3574,page1
94,3595,page91
94,3620,page77
12,3753,page1
12,3754,page38
12,3762,page43
16,4623,page9
16,4628,page55
68,5449,page1
58,5575,page1
58,5594,page4
77,4805,page1
55,4139,page1
55,4142,page25
55,4161,page33
20,3698,page1
20,3723,page21
20,3746,page4
98,3875,page42
98,3885,page48
98,3910,page44
98,3920,page30
50,4467,page1
50,4482,page71
76,4857,page1
76,4863,page11
35,4617,page1
35,4640,page2
35,4649,page1
18,3465,page1
18,3471,page90
18,3484,page77
8,2665,page1
8,2690,page28
8,2719,page57
76,4928,page1
11,4982,page1
60,4416,page1
23,3245,page1
73,4258,page1
47,5300,page1
47,5313,page88
47,5325,page13
94,3664,page1
94,3671,page58
94,3679,page8
94,3681,page57
77,4852,page1
46,4194,page1
46,4216,page33
76,5101,page1
76,5105,page42
76,5120,page64
30,4642,page1
30,4671,page13
30,4695,page20
84,4595,page1
41,5569,page1
25,3884,page1
0,4925,page1
42,4925,page1
42,4949,page41
42,4958,page58
42,4962,page55
42,4971,page98
42,4982,page95
16,4853,page1
43,4581,page1
43,4586,page80
43,4591,page60
43,4593,page97
43,4601,page71
90,5114,page1
15,3959,page1
15,3970,page60
75,4612,page1
75,4612,page96
75,4637,page76
10,4647,page65
10,4659,page64
27,5028,page95
27,5039,page1
2,5009,page40
22,3161,page1
51,6026,page1
51,6030,page69
97,3988,page1
97,4010,page36
97,4018,page23
56,5644,page1
56,5656,page39
56,5670,page54
43,4670,page1
77,5024,page1
77,5053,page27
77,5062,page91
77,5070,page31
77,5091,page75
77,5105,page61
77,5132,page10
77,5134,page16
77,5156,page23
77,5160,page91
57,4487,page1
57,4506,page77
87,5436,page1
61,4045,page1
61,4059,page3
23,3407,page1
23,3418,page1
23,3437,page66
57,4565,page1
57,4588,page76
36,3046,page1
53,6011,page1
22,3302,page1
39,3475,page1
95,3322,page1
82,5232,page83
33,2904,page1
84,4658,page1
84,4669,page30
84,4672,page60
0,5004,page1
0,5008,page67
15,4113,page1
15,4132,page50
27,5122,page1
24,5107,page1
34,4224,page1
41,5759,page1
41,5765,page79
85,4055,page1
51,6176,page1
51,6196,page50
54,3722,page1
54,3746,page58
54,3747,page67
60,4575,page1
35,4765,page1
99,4969,page1
99,4986,page80
50,4542,page1
50,4555,page29
38,4739,page1
38,4765,page44
50,4560,page1
50,4583,page38
50,4591,page43
58,5605,page1
58,5605,page90
96,3656,page1
96,3678,page25
96,3706,page18
31,3734,page1
83,4197,page78
90,5281,page1
90,5294,page84
90,5303,page45
90,5328,page84
90,5345,page59
65,4789,page1
65,4807,page13
20,3917,page1
20,3934,page83
94,3696,page1
94,3722,page41
94,3751,page51
94,3755,page96
94,3775,page19
94,3787,page30
60,4634,page51
36,3114,page74
57,4645,page1
57,4651,page60
57,4677,page46
57,4695,page75
62,3999,page1
20,4045,page1
53,6042,page1
14,5217,page1
14,5226,page94
14,5252,page87
14,5272,page73
14,5282,page55
94,3967,page1
94,3996,page24
94,4023,page66
46,4252,page1
24,5180,page1
14,5441,page1
35,4855,page1
35,4855,page91
35,4865,page56
35,4885,page80
35,4909,page18
99,5184,page1
2,5172,page1
2,5195,page52
78,4672,page1
70,3686,page1
70,3714,page46
70,3739,page93
54,3826,page1
54,3855,page54
46,4364,page1
96,3806,page1
95,3472,page1
95,3499,page52
32,3805,page22
32,3816,page3
31,3891,page1
37,5146,page1
98,4128,page22
44,4455,page1
36,3172,page1
72,4524,page1
72,4538,page76
42,5094,page1
42,5123,page83
42,5125,page97
42,5143,page64
51,6271,page1
51,6296,page2
51,6301,page77
51,6383,page1
51,6391,page37
51,6410,page28
51,6432,page40
74,4787,page1
2,5360,page1
68,5478,page1
68,5491,page10
68,5497,page87
68,5511,page28
79,3799,page1
79,3802,page3
79,3810,page11
79,3824,page38
97,4137,page1
50,4754,page1
50,4755,page98
50,4765,page7
29,5857,page1
29,5863,page4
13,3985,page1
90,5372,page1
90,5400,page38
90,5403,page73
90,5424,page59
8,2836,page1
46,4429,page12
21,4035,page1
21,4052,page61
21,4081,page80
21,4088,page90
21,4113,page22
21,4131,page48
47,5586,page1
47,5590,page47
49,4731,page1
49,4748,page97
6,5558,page6
6,5576,page68
19,4856,page1
19,4874,page76
19,4889,page11
19,4900,page93
19,4901,page11
39,3600,page1
39,3615,page41
39,3616,page39
77,5203,page1
43,4699,page1
43,4721,page23
86,4986,page1
86,4999,page74
89,4684,page1
89,4689,page61
70,3967,page1
45,4416,page1
21,4316,page1
62,4056,page1
1,5283,page1
1,5305,page37
1,5315,page25
64,3612,page38
64,3636,page64
64,3636,page22
2,5397,page1
2,5422,page5
2,5450,page1
2,5469,page70
2,5494,page59
2,5500,page24
41,5945,page1
41,5968,page45
41,5969,page87
19,5049,page1
19,5066,page56
19,5068,page70
26,3695,page1
64,3716,page1
64,3721,page69
64,3729,page47
64,3757,page78
64,3767,page61
35,5094,page1
35,5116,page30
35,5145,page43
35,5168,page12
14,5544,page1
76,5268,page1
84,4801,page1
84,4822,page27
41,6044,page1
77,5487,page1
77,5497,page72
26,3887,page1
26,3891,page5
76,5282,page1
76,5295,page86
27,5245,page1
99,5274,page1
19,5225,page1
54,4054,page1
54,4064,page7
54,4087,page47
54,4108,page75
99,5431,page1
99,5456,page49
61,4063,page1
44,4630,page98
44,4647,page52
15,4323,page1
46,4548,page1
46,4564,page22
46,4593,page74
29,5955,page1
66,4341,page1
40,4928,page12
22,3621,page1
7,4607,page1
49,4868,page1
49,4888,page7
49,4896,page96
72,4607,page1
72,4619,page65
72,4621,page15
43,4809,page1
43,4826,page75
70,3997,page1
70,4023,page30
70,4043,page72
3,3877,page1
17,5627,page90
17,5628,page18
37,5195,page84
37,5219,page91
1,5441,page1
1,5446,page53
30,4737,page1
81,5198,page1
16,4911,page1
16,4922,page13
16,4941,page18
16,4949,page10
16,4964,page47
16,4970,page87
16,4995,page32
98,4280,page1
98,4300,page20
48,5567,page1
33,3028,page1
66,4428,page1
66,4451,page85
69,5478,page1
34,4403,page1
57,4850,page1
37,5316,page1
37,5324,page5
37,5344,page48
10,4693,page1
45,4428,page1
45,4443,page31
14,5676,page1
89,4718,page1
89,4728,page6
4,3457,page1
4,3473,page91
4,3482,page95
4,3506,page81
79,3987,page1
79,4007,page12
81,5276,page95
22,3789,page1
22,4013,page89
63,3479,page1
63,3493,page23
63,3502,page30
63,3523,page2
63,3525,page34
69,5648,page1
47,5604,page1
66,4496,page1
27,5384,page1
27,5389,page78
27,5392,page95
27,5406,page33
25,4238,page1
13,4164,page1
13,4193,page59
28,4059,page1
25,4258,page1
25,4267,page19
25,4268,page77
25,4294,page36
25,4308,page45
25,4308,page60
25,4332,page8
25,4359,page55
25,4365,page99
0,5159,page1
90,5514,page1
14,5835,page1
14,5854,page14
14,5859,page49
15,4363,page1
15,4372,page76
15,4389,page90
15,4411,page40
47,5737,page1
76,5441,page1
76,5442,page58
46,4652,page1
52,4434,page1
25,4474,page1
25,4479,page83
25,4502,page95
25,4528,page15
68,5695,page1
68,5724,page70
68,5742,page33
68,5767,page34
68,5768,page62
54,4232,page1
54,4240,page20
54,4267,page47
54,4272,page37
54,4274,page6
54,4277,page97
54,4283,page55
33,3199,page1
33,3228,page87
90,5601,page1
42,5461,page1
42,5488,page44
42,5493,page18
48,5676,page1
48,5681,page81
47,5816,page1
25,4668,page1
25,4696,page28
25,4718,page92
25,4734,page27
25,4751,page22
25,4751,page94
25,4763,page89
25,4780,page62
66,4585,page1
66,4593,page49
66,4596,page31
96,3853,page1
96,3862,page29
60,4701,page34
60,4730,page6
41,6230,page1
28,4149,page1
28,4157,page1
25,4947,page1
25,4958,page45
23,3441,page1
57,4913,page1
57,4927,page80
20,4181,page1
34,4442,page87
34,4462,page30
34,4468,page23
29,6251,page1
29,6254,page8
29,6269,page96
78,4710,page67
91,4914,page1
91,4920,page45
36,3333,page1
12,3945,page1
12,3955,page61
18,3551,page1
38,4911,page69
38,4916,page63
38,4935,page23
38,4960,page7
56,5769,page1
42,5598,page1
16,5078,page31
56,5865,page1
56,5881,page89
50,4879,page1
50,4908,page46
50,4924,page45
50,4939,page49
50,4957,page100
20,4215,page1
20,4236,page6
20,4257,page84
17,5671,page1
17,5699,page90
63,3653,page1
63,3674,page40
63,3697,page13
83,4243,page1
56,5946,page1
56,5948,page99
40,5012,page1
40,5019,page29
8,3086,page1
53,6223,page1
53,6226,page49
53,6227,page7
29,6389,page65
60,4970,page1
60,4998,page11
60,5024,page53
86,5152,page1
86,5181,page65
75,4766,page1
75,4771,page16
75,4787,page91
34,4593,page1
52,4629,page1
89,4888,page1
89,4902,page90
89,4915,page79
89,4937,page74
15,4559,page1
7,4737,page1
7,4765,page79
7,4792,page11
7,4796,page26
7,4816,page15
93,3306,page1
93,3335,page81
93,3341,page9
93,3347,page40
1,5599,page1
3,3990,page1
46,4696,page1
8,3142,page1
50,5105,page1
50,5106,page90
80,5332,page1
80,5354,page37
82,5293,page1
90,5654,page1
90,5669,page60
90,5695,page84
90,5699,page47
90,5706,page17
57,5124,page1
57,5131,page17
57,5138,page56
57,5141,page48
1,5732,page1
89,5070,page1
50,5174,page59
71,4936,page1
26,3981,page1
26,3996,page14
26,3999,page79
26,4012,page85
8,3157,page1
8,3164,page19
75,4789,page1
75,4799,page94
99,5626,page1
99,5635,page38
32,4166,page1
92,4061,page1
92,4083,page71
63,3803,page1
59,4171,page78
93,3510,page1
33,3339,page1
62,4165,page1
48,5853,page1
48,5869,page40
48,5898,page2
77,5562,page1
77,5565,page11
77,5568,page3
48,6089,page1
30,4898,page1
30,4910,page1
45,4581,page1
45,4592,page92
45,4612,page13
81,5311,page1
51,6552,page1
51,6567,page51
69,5790,page1
76,5503,page1
76,5529,page84
76,5546,page25
76,5557,page60
5,4513,page1
5,4542,page82
29,6429,page1
41,6298,page1
2,5678,page1
46,4809,page1
46,4812,page67
85,4226,page1
85,4253,page18
20,4448,page1
20,4457,page30
69,5797,page1
37,5547,page46
37,5567,page21
18,3629,page2
18,3657,page20
18,3675,page45
18,3696,page20
10,4816,page18
53,6319,page1
50,5340,page1
53,6529,page48
84,5007,page1
15,4611,page1
73,4414,page1
93,3555,page1
4,3610,page1
72,4706,page1
9,5555,page32
97,4272,page1
76,5604,page1
76,5630,page7
44,4679,page44
44,4699,page93
44,4699,page90
44,4713,page7
44,4715,page25
78,4882,page1
10,4948,page1
10,4974,page40
10,4974,page59
10,4984,page91
31,4062,page1
32,4306,page1
32,4319,page56
24,5342,page1
51,6742,page1
51,6768,page3
51,6793,page90
1,5864,page1
37,5700,page1
28,4274,page1
64,3928,page30
97,4438,page1
94,4062,page1
94,4086,page70
3,4050,page1
50,5423,page1
76,5713,page1
76,5739,page68
76,5758,page36
92,4168,page1
30,5087,page1
30,5107,page60
14,6015,page1
14,6018,page36
14,6034,page78
75,4873,page1
35,5342,page1
36,3451,page1
36,3453,page53
66,4811,page18
33,3484,page1
33,3511,page69
33,3528,page7
39,3631,page1
5,4668,page1
82,5607,page1
82,5634,page19
5,4749,page1
25,5152,page1
25,5169,page99
25,5180,page40
10,5065,page1
10,5068,page80
60,5155,page1
62,4371,page46
59,4261,page1
59,4287,page92
26,4079,page85
26,4107,page80
91,5047,page1
13,4317,page1
13,4336,page93
45,4702,page1
11,5208,page1
16,5102,page48
36,3612,page1
6,5598,page1
6,5601,page71
11,5219,page1
66,4965,page1
66,4968,page50
55,4332,page1
19,5361,page1
19,5378,page22
19,5405,page90
19,5432,page88
19,5436,page59
40,5172,page2
40,5187,page28
40,5191,page35
40,5204,page65
54,4314,page1
54,4337,page5
71,5130,page1
71,5152,page95
14,6095,page1
65,4906,page1
65,4932,page36
63,3942,page1
66,5093,page1
66,5101,page77
65,5055,page1
53,6648,page1
53,6673,page32
53,6698,page86
53,6721,page79
53,6766,page1
53,6781,page5
87,5555,page2
87,5557,page85
80,5368,page1
80,5373,page22
25,5244,page1
25,5268,page85
80,5455,page1
80,5459,page38
69,5800,page1
85,4302,page1
85,4331,page76
76,5853,page1
60,5254,page1
41,6642,page1
41,6655,page39
93,3679,page1
93,3694,page93
93,3717,page78
39,3796,page1
39,3796,page36
39,3825,page2
52,4689,page1
77,5569,page1
77,5596,page54
77,5620,page21
77,5639,page50
99,5680,page1
33,3544,page1
33,3557,page93
37,5724,page1
19,5529,page1
19,5555,page70
19,5577,page59
19,5602,page12
10,5120,page1
78,4943,page1
6,5756,page1
27,5515,page1
27,5534,page15
23,3604,page1
49,5067,page1
4,3809,page1
4,3815,page63
4,3840,page25
4,3862,page93
4,3878,page34
76,6040,page1
76,6051,page22
76,6054,page37
49,5073,page1
49,5091,page66
31,4226,page1
31,4248,page11
96,4039,page1
50,5535,page1
65,5155,page1
21,4439,page1
37,5914,page1
37,5934,page70
37,5958,page7
12,4079,page89
77,5770,page1
2,5733,page1
7,4982,page1
95,3659,page1
95,3848,page1
45,4769,page1
45,4776,page78
45,4793,page78
45,4805,page35
45,4822,page87
58,5704,page1
76,6081,page1
10,5207,page1
35,5424,page1
35,5433,page54
35,5439,page19
35,5447,page44
17,5763,page82
17,5768,page83
17,5775,page53
60,5261,page1
40,5385,page1
87,5579,page1
7,5017,page1
7,5028,page16
7,5052,page69
7,5059,page66
7,5065,page76
7,5078,page70
83,4311,page1
83,4317,page25
83,4361,page1
83,4365,page41
95,4026,page1
59,4458,page1
56,6024,page1
56,6042,page81
56,6048,page50
83,4474,page1
67,3196,page1
67,3222,page64
76,6208,page1
76,6222,page55
55,4459,page1
87,5593,page1
13,4355,page1
69,5835,page1
38,4995,page1
45,4917,page1
97,4499,page1
90,5829,page9
50,5727,page1
50,5731,page43
50,5741,page69
50,5757,page23
80,5535,page1
60,5268,page1
60,5277,page82
60,5284,page89
3,4067,page1
3,4070,page5
98,4396,page1
95,4138,page66
68,5818,page1
14,6211,page79
69,5923,page1
3,4239,page1
50,5917,page1
